order_id,product_category,Status Pesanan,Alasan Pembatalan,Opsi Pengiriman,Waktu Pesanan Dibuat,Metode Pembayaran,Jumlah,Returned quantity,Total Diskon,Total Berat,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,Kota/Kabupaten,Provinsi,source_month,source_year,month_num,order_date,order_year,order_month,order_day,order_dayofweek,order_hour,is_weekend,revenue_per_item
ORD_0003552,Seal / Baut / Roof,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 00:33:00,COD (Bayar di Tempat),2,0.0,0.0,600,7.5,0.0,45200,7.5,KOTA CILEGON,BANTEN,December,2023,12,2023-12-01,2023,12,1,4,0,0,22600.0
ORD_0003553,Other,Selesai,Tidak Ada,Instant (Versi Lama)-SPX Instant (Versi Lama),2023-12-01 05:28:00,SPayLater,1,0.0,0.0,6950,43.0,0.0,96445,43.0,KOTA JAKARTA BARAT,DKI JAKARTA,December,2023,12,2023-12-01,2023,12,1,4,5,0,96445.0
ORD_0003553,Tempat Nasi,Selesai,Tidak Ada,Instant (Versi Lama)-SPX Instant (Versi Lama),2023-12-01 05:28:00,SPayLater,1,0.0,0.0,6950,43.0,0.0,96445,43.0,KOTA JAKARTA BARAT,DKI JAKARTA,December,2023,12,2023-12-01,2023,12,1,4,5,0,96445.0
ORD_0003553,Mangkok,Selesai,Tidak Ada,Instant (Versi Lama)-SPX Instant (Versi Lama),2023-12-01 05:28:00,SPayLater,1,0.0,0.0,6950,43.0,0.0,96445,43.0,KOTA JAKARTA BARAT,DKI JAKARTA,December,2023,12,2023-12-01,2023,12,1,4,5,0,96445.0
ORD_0003553,Peralatan Makan,Selesai,Tidak Ada,Instant (Versi Lama)-SPX Instant (Versi Lama),2023-12-01 05:28:00,SPayLater,1,0.0,0.0,6950,43.0,0.0,96445,43.0,KOTA JAKARTA BARAT,DKI JAKARTA,December,2023,12,2023-12-01,2023,12,1,4,5,0,96445.0
ORD_0003555,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 10:01:00,SeaBank Bayar Instan,1,0.0,0.0,500,0.0,8.0,17493,8.0,KOTA JAKARTA TIMUR,DKI JAKARTA,December,2023,12,2023-12-01,2023,12,1,4,10,0,17493.0
ORD_0003556,Other,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 13:19:00,Saldo ShopeePay,1,0.0,0.0,590,8.0,0.0,32925,8.0,KAB. TANGERANG,BANTEN,December,2023,12,2023-12-01,2023,12,1,4,13,0,32925.0
ORD_0003556,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 13:19:00,Saldo ShopeePay,1,0.0,0.0,590,8.0,0.0,32925,8.0,KAB. TANGERANG,BANTEN,December,2023,12,2023-12-01,2023,12,1,4,13,0,32925.0
ORD_0003557,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 14:33:00,SPayLater,1,0.0,0.0,1000,8.0,0.0,48468,8.0,KOTA JAKARTA UTARA,DKI JAKARTA,December,2023,12,2023-12-01,2023,12,1,4,14,0,48468.0
ORD_0003557,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 14:33:00,SPayLater,1,0.0,0.0,1000,8.0,0.0,48468,8.0,KOTA JAKARTA UTARA,DKI JAKARTA,December,2023,12,2023-12-01,2023,12,1,4,14,0,48468.0
ORD_0003558,Aksesoris ID Card,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 17:01:00,COD (Bayar di Tempat),1,0.0,0.0,50,7.5,30.0,20524,37.5,KAB. OGAN KOMERING ILIR,SUMATERA SELATAN,December,2023,12,2023-12-01,2023,12,1,4,17,0,20524.0
ORD_0003559,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 17:49:00,COD (Bayar di Tempat),2,0.0,0.0,1000,0.0,10.0,42184,10.0,KOTA BANDUNG,JAWA BARAT,December,2023,12,2023-12-01,2023,12,1,4,17,0,21092.0
ORD_0003561,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 19:46:00,SeaBank Bayar Instan,1,0.0,0.0,500,0.0,8.0,15850,8.0,KAB. TANGERANG,BANTEN,December,2023,12,2023-12-01,2023,12,1,4,19,0,15850.0
ORD_0003562,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 21:42:00,Online Payment,1,0.0,0.0,500,8.0,0.0,26900,8.0,KOTA JAKARTA UTARA,DKI JAKARTA,December,2023,12,2023-12-01,2023,12,1,4,21,0,26900.0
ORD_0003563,Rak / Rak Serbaguna,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-01 22:19:00,COD (Bayar di Tempat),1,0.0,0.0,700,8.0,0.0,34280,8.0,KOTA JAKARTA BARAT,DKI JAKARTA,December,2023,12,2023-12-01,2023,12,1,4,22,0,34280.0
ORD_0003564,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-02 01:03:00,Saldo ShopeePay,1,0.0,0.0,500,8.0,0.0,28800,8.0,KOTA TANGERANG SELATAN,BANTEN,December,2023,12,2023-12-02,2023,12,2,5,1,1,28800.0
ORD_0003565,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-02 11:02:00,COD (Bayar di Tempat),2,0.0,0.0,400,8.0,0.0,40520,8.0,KOTA JAKARTA PUSAT,DKI JAKARTA,December,2023,12,2023-12-02,2023,12,2,5,11,1,20260.0
ORD_0003566,Mangkok Sambal / Saus,Selesai,Tidak Ada,Reguler (Cashless)-SPX Standard,2023-12-02 11:44:00,COD (Bayar di Tempat),10,0.0,0.0,2000,106.0,20.0,267240,126.0,KOTA SAMARINDA,KALIMANTAN TIMUR,December,2023,12,2023-12-02,2023,12,2,5,11,1,26724.0
ORD_0003567,Nampan / Tray,Selesai,Tidak Ada,Instant (Versi Lama)-SPX Instant (Versi Lama),2023-12-02 11:45:00,Saldo ShopeePay,1,0.0,0.0,2000,65.0,0.0,143342,65.0,KOTA TANGERANG SELATAN,BANTEN,December,2023,12,2023-12-02,2023,12,2,5,11,1,143342.0
ORD_0003569,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-02 19:12:00,Saldo ShopeePay,1,0.0,0.0,500,22.5,0.0,42428,22.5,KAB. BATANG,JAWA TENGAH,December,2023,12,2023-12-02,2023,12,2,5,19,1,42428.0
ORD_0003570,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-02 20:48:00,SeaBank Bayar Instan,1,0.0,0.0,200,0.0,8.0,16000,8.0,KAB. BOGOR,JAWA BARAT,December,2023,12,2023-12-02,2023,12,2,5,20,1,16000.0
ORD_0003571,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-03 06:44:00,Saldo ShopeePay,1,0.0,0.0,500,0.0,8.0,16900,8.0,KOTA JAKARTA SELATAN,DKI JAKARTA,December,2023,12,2023-12-03,2023,12,3,6,6,1,16900.0
ORD_0003572,Rak / Rak Serbaguna,Selesai,Tidak Ada,Hemat Kargo-J&T Economy,2023-12-03 06:57:00,COD (Bayar di Tempat),1,0.0,0.0,1700,132.0,0.0,204880,132.0,KAB. BERAU,KALIMANTAN TIMUR,December,2023,12,2023-12-03,2023,12,3,6,6,1,204880.0
ORD_0003573,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-03 09:21:00,COD (Bayar di Tempat),1,0.0,0.0,500,0.0,10.0,18179,10.0,KAB. KARAWANG,JAWA BARAT,December,2023,12,2023-12-03,2023,12,3,6,9,1,18179.0
ORD_0003574,Mangkok Sambal / Saus,Selesai,Tidak Ada,Reguler (Cashless)-JNE Reguler,2023-12-03 14:02:00,SeaBank Bayar Instan,2,0.0,0.0,400,0.0,10.0,23500,10.0,KOTA JAKARTA SELATAN,DKI JAKARTA,December,2023,12,2023-12-03,2023,12,3,6,14,1,11750.0
ORD_0003575,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-03 14:22:00,COD (Bayar di Tempat),1,0.0,0.0,500,8.0,0.0,26896,8.0,KOTA JAKARTA SELATAN,DKI JAKARTA,December,2023,12,2023-12-03,2023,12,3,6,14,1,26896.0
ORD_0003577,Celengan,Selesai,Tidak Ada,Reguler (Cashless)-J&T Express,2023-12-03 15:43:00,SeaBank Bayar Instan,1,0.0,0.0,500,9.5,0.0,30300,9.5,KAB. TANGERANG,BANTEN,December,2023,12,2023-12-03,2023,12,3,6,15,1,30300.0
ORD_0003578,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-03 16:34:00,Saldo ShopeePay,2,0.0,0.0,400,9.0,0.0,39224,9.0,KOTA JAKARTA PUSAT,DKI JAKARTA,December,2023,12,2023-12-03,2023,12,3,6,16,1,19612.0
ORD_0003580,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-03 20:15:00,Saldo ShopeePay,1,0.0,0.0,500,8.0,0.0,25900,8.0,KOTA JAKARTA BARAT,DKI JAKARTA,December,2023,12,2023-12-03,2023,12,3,6,20,1,25900.0
ORD_0003581,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-03 20:25:00,SeaBank Bayar Instan,1,0.0,0.0,1050,3.0,10.0,46800,13.0,KAB. LEBAK,BANTEN,December,2023,12,2023-12-03,2023,12,3,6,20,1,46800.0
ORD_0003581,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-03 20:25:00,SeaBank Bayar Instan,1,0.0,0.0,1050,3.0,10.0,46800,13.0,KAB. LEBAK,BANTEN,December,2023,12,2023-12-03,2023,12,3,6,20,1,46800.0
ORD_0003581,Other,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-03 20:25:00,SeaBank Bayar Instan,1,0.0,0.0,1050,3.0,10.0,46800,13.0,KAB. LEBAK,BANTEN,December,2023,12,2023-12-03,2023,12,3,6,20,1,46800.0
ORD_0003582,Plastik / Wadah Plastik,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-03 20:41:00,COD (Bayar di Tempat),1,0.0,0.0,1100,33.5,0.0,72240,33.5,KAB. GIANYAR,BALI,December,2023,12,2023-12-03,2023,12,3,6,20,1,72240.0
ORD_0003583,Seal / Baut / Roof,Selesai,Tidak Ada,Instant (Versi Lama)-GrabExpress Instant (Versi Lama),2023-12-03 23:45:00,SPayLater,1,0.0,0.0,12000,0.0,34.0,1314000,34.0,KOTA JAKARTA BARAT,DKI JAKARTA,December,2023,12,2023-12-03,2023,12,3,6,23,1,1314000.0
ORD_0003584,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 01:06:00,SPayLater,1,0.0,0.0,600,13.0,0.0,48218,13.0,KAB. PANDEGLANG,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,1,0,48218.0
ORD_0003584,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 01:06:00,SPayLater,1,0.0,0.0,600,13.0,0.0,48218,13.0,KAB. PANDEGLANG,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,1,0,48218.0
ORD_0003584,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 01:06:00,SPayLater,1,0.0,0.0,600,13.0,0.0,48218,13.0,KAB. PANDEGLANG,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,1,0,48218.0
ORD_0003585,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 06:51:00,COD (Bayar di Tempat),1,0.0,0.0,1400,16.0,0.0,80040,16.0,KAB. BOGOR,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,6,0,80040.0
ORD_0003585,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 06:51:00,COD (Bayar di Tempat),1,0.0,0.0,1400,16.0,0.0,80040,16.0,KAB. BOGOR,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,6,0,80040.0
ORD_0003585,Sapu / Pembersih Lantai,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 06:51:00,COD (Bayar di Tempat),2,0.0,0.0,1400,16.0,0.0,80040,16.0,KAB. BOGOR,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,6,0,40020.0
ORD_0003586,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 07:22:00,Saldo ShopeePay,1,0.0,0.0,200,8.0,0.0,24000,8.0,KOTA DEPOK,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,7,0,24000.0
ORD_0003587,Pisau / Alat Potong,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 07:37:00,COD (Bayar di Tempat),1,0.0,0.0,400,53.0,0.0,128920,53.0,KAB. BULUKUMBA,SULAWESI SELATAN,December,2023,12,2023-12-04,2023,12,4,0,7,0,128920.0
ORD_0003588,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 09:07:00,SeaBank Bayar Instan,1,0.0,0.0,700,0.0,8.0,30800,8.0,KOTA TANGERANG SELATAN,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,9,0,30800.0
ORD_0003588,Sapu / Pembersih Lantai,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 09:07:00,SeaBank Bayar Instan,1,0.0,0.0,700,0.0,8.0,30800,8.0,KOTA TANGERANG SELATAN,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,9,0,30800.0
ORD_0003589,Celengan,Selesai,Tidak Ada,Reguler (Cashless)-SPX Standard,2023-12-04 09:50:00,Online Payment,2,0.0,0.0,1000,20.0,0.0,61600,20.0,KAB. INDRAMAYU,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,9,0,30800.0
ORD_0003590,Other,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 11:19:00,COD (Bayar di Tempat),1,0.0,0.0,200,9.0,0.0,20000,9.0,KAB. BANDUNG BARAT,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,11,0,20000.0
ORD_0003593,Keranjang,Selesai,Tidak Ada,Kargo-JNE Trucking (JTR),2023-12-04 13:45:00,Saldo ShopeePay,1,0.0,0.0,2600,15.0,0.0,31209,15.0,KOTA BOGOR,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,13,0,31209.0
ORD_0003594,Rak / Rak Serbaguna,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 14:01:00,COD (Bayar di Tempat),1,0.0,0.0,700,0.0,8.0,25960,8.0,KOTA JAKARTA TIMUR,DKI JAKARTA,December,2023,12,2023-12-04,2023,12,4,0,14,0,25960.0
ORD_0003596,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 16:04:00,Saldo ShopeePay,1,0.0,0.0,750,8.0,0.0,33800,8.0,KOTA JAKARTA TIMUR,DKI JAKARTA,December,2023,12,2023-12-04,2023,12,4,0,16,0,33800.0
ORD_0003596,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 16:04:00,Saldo ShopeePay,1,0.0,0.0,750,8.0,0.0,33800,8.0,KOTA JAKARTA TIMUR,DKI JAKARTA,December,2023,12,2023-12-04,2023,12,4,0,16,0,33800.0
ORD_0003597,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 16:37:00,Saldo ShopeePay,1,0.0,0.0,500,8.0,0.0,28800,8.0,KOTA TANGERANG SELATAN,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,16,0,28800.0
ORD_0003598,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 17:11:00,COD (Bayar di Tempat),2,0.0,0.0,400,8.0,0.0,40520,8.0,KOTA BEKASI,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,17,0,20260.0
ORD_0003599,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 18:15:00,COD (Bayar di Tempat),1,0.0,0.0,1000,8.0,0.0,45720,8.0,KAB. TANGERANG,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,18,0,45720.0
ORD_0003599,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 18:15:00,COD (Bayar di Tempat),1,0.0,0.0,1000,8.0,0.0,45720,8.0,KAB. TANGERANG,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,18,0,45720.0
ORD_0003601,Plastik / Wadah Plastik,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 20:00:00,COD (Bayar di Tempat),1,0.0,0.0,1400,16.0,0.0,74840,16.0,KOTA TANGERANG SELATAN,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,20,0,74840.0
ORD_0003602,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 20:37:00,SeaBank Bayar Instan,1,0.0,0.0,500,0.0,8.0,15850,8.0,KOTA DEPOK,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,20,0,15850.0
ORD_0003603,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 20:43:00,COD (Bayar di Tempat),1,0.0,0.0,500,22.0,0.0,40506,22.0,KAB. BOJONEGORO,JAWA TIMUR,December,2023,12,2023-12-04,2023,12,4,0,20,0,40506.0
ORD_0003604,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 21:14:00,Saldo ShopeePay,1,0.0,0.0,500,8.0,0.0,25900,8.0,KAB. BEKASI,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,21,0,25900.0
ORD_0003606,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 21:18:00,COD (Bayar di Tempat),1,0.0,0.0,500,0.0,9.0,17500,9.0,KAB. BANDUNG,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,21,0,17500.0
ORD_0003607,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 21:31:00,COD (Bayar di Tempat),1,0.0,0.0,500,8.0,0.0,22502,8.0,KOTA DEPOK,JAWA BARAT,December,2023,12,2023-12-04,2023,12,4,0,21,0,22502.0
ORD_0003609,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 21:41:00,COD (Bayar di Tempat),1,0.0,0.0,1000,8.0,0.0,47800,8.0,KOTA TANGERANG,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,21,0,47800.0
ORD_0003609,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-04 21:41:00,COD (Bayar di Tempat),1,0.0,0.0,1000,8.0,0.0,47800,8.0,KOTA TANGERANG,BANTEN,December,2023,12,2023-12-04,2023,12,4,0,21,0,47800.0
ORD_0003610,Rak / Rak Serbaguna,Selesai,Tidak Ada,Kargo-J&T Cargo,2023-12-05 07:50:00,Saldo ShopeePay,2,0.0,0.0,3400,5.0,20.0,124981,25.0,KAB. PURWOREJO,JAWA TENGAH,December,2023,12,2023-12-05,2023,12,5,1,7,0,62490.5
ORD_0003611,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 08:44:00,Saldo ShopeePay,1,0.0,0.0,1000,7.5,0.0,37000,7.5,KOTA CILEGON,BANTEN,December,2023,12,2023-12-05,2023,12,5,1,8,0,37000.0
ORD_0003611,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 08:44:00,Saldo ShopeePay,1,0.0,0.0,1000,7.5,0.0,37000,7.5,KOTA CILEGON,BANTEN,December,2023,12,2023-12-05,2023,12,5,1,8,0,37000.0
ORD_0003612,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 08:49:00,COD (Bayar di Tempat),1,0.0,0.0,500,8.0,0.0,27000,8.0,KOTA BOGOR,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,8,0,27000.0
ORD_0003614,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 11:39:00,COD (Bayar di Tempat),2,0.0,0.0,400,15.5,0.0,48320,15.5,KAB. GARUT,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,11,0,24160.0
ORD_0003617,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 13:36:00,Online Payment,1,0.0,0.0,1000,10.0,0.0,47700,10.0,KAB. KARAWANG,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,13,0,47700.0
ORD_0003617,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 13:36:00,Online Payment,1,0.0,0.0,1000,10.0,0.0,47700,10.0,KAB. KARAWANG,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,13,0,47700.0
ORD_0003618,Peralatan Kamar Mandi,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 15:05:00,COD (Bayar di Tempat),1,0.0,0.0,300,0.0,16.0,18680,16.0,KOTA BANDAR LAMPUNG,LAMPUNG,December,2023,12,2023-12-05,2023,12,5,1,15,0,18680.0
ORD_0003620,Seal / Baut / Roof,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 16:25:00,Online Payment,3,0.0,0.0,900,8.0,0.0,62500,8.0,KOTA TANGERANG SELATAN,BANTEN,December,2023,12,2023-12-05,2023,12,5,1,16,0,20833.333333333332
ORD_0003622,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 17:38:00,COD (Bayar di Tempat),1,0.0,0.0,500,8.0,0.0,29912,8.0,KOTA BEKASI,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,17,0,29912.0
ORD_0003623,Other,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 18:08:00,COD (Bayar di Tempat),2,0.0,0.0,100,0.0,18.0,10000,18.0,KAB. KEDIRI,JAWA TIMUR,December,2023,12,2023-12-05,2023,12,5,1,18,0,5000.0
ORD_0003624,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 18:51:00,Saldo ShopeePay,4,0.0,0.0,800,22.5,0.0,83500,22.5,KAB. SUKOHARJO,JAWA TENGAH,December,2023,12,2023-12-05,2023,12,5,1,18,0,20875.0
ORD_0003625,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 19:21:00,Online Payment,1,0.0,0.0,500,8.0,0.0,21147,8.0,KOTA BEKASI,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,19,0,21147.0
ORD_0003626,Saringan / Strainer,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 19:25:00,SeaBank Bayar Instan,1,0.0,0.0,500,8.0,0.0,40000,8.0,KAB. BEKASI,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,19,0,40000.0
ORD_0003626,Other,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 19:25:00,SeaBank Bayar Instan,1,0.0,0.0,500,8.0,0.0,40000,8.0,KAB. BEKASI,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,19,0,40000.0
ORD_0003626,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 19:25:00,SeaBank Bayar Instan,1,0.0,0.0,500,8.0,0.0,40000,8.0,KAB. BEKASI,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,19,0,40000.0
ORD_0003627,Mangkok Sambal / Saus,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 19:29:00,SPayLater,2,0.0,0.0,400,48.0,0.0,79780,48.0,KAB. PESISIR SELATAN,SUMATERA BARAT,December,2023,12,2023-12-05,2023,12,5,1,19,0,39890.0
ORD_0003629,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 20:01:00,COD (Bayar di Tempat),1,0.0,0.0,500,0.0,8.0,18576,8.0,KAB. BOGOR,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,20,0,18576.0
ORD_0003630,Celengan,Selesai,Tidak Ada,Agen SPX Express,2023-12-05 20:13:00,SeaBank Bayar Instan,1,0.0,0.0,500,16.0,10.0,36172,26.0,KAB. KETAPANG,KALIMANTAN BARAT,December,2023,12,2023-12-05,2023,12,5,1,20,0,36172.0
ORD_0003631,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 20:24:00,COD (Bayar di Tempat),1,0.0,0.0,500,0.0,8.0,17000,8.0,KOTA BEKASI,JAWA BARAT,December,2023,12,2023-12-05,2023,12,5,1,20,0,17000.0
ORD_0003633,Celengan,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-05 20:53:00,COD (Bayar di Tempat),3,0.0,0.0,1500,15.0,0.0,78376,15.0,KOTA CILEGON,BANTEN,December,2023,12,2023-12-05,2023,12,5,1,20,0,26125.333333333332
ORD_0003635,Botol / Gelas / Mug,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-06 05:16:00,COD (Bayar di Tempat),1,0.0,0.0,700,0.0,12.0,18888,12.0,KAB. CIANJUR,JAWA BARAT,December,2023,12,2023-12-06,2023,12,6,2,5,0,18888.0
ORD_0003635,Keranjang,Selesai,Tidak Ada,Hemat Kargo-SPX Hemat,2023-12-06 05:16:00,COD (Bayar di Tempat),1,0.0,0.0,700,0.0,12.0,18888,12.0,KAB. CIANJUR,JAWA BARAT,December,2023,12,2023-12-06,2023,12,6,2,5,0,18888.0
ORD_0003637,Seal / Baut / Roof,Selesai,Tidak Ada,Instant (Versi Lama)-SPX Instant (Versi Lama),2023-12-06 08:00:00,SeaBank Bayar Instan,1,0.0,0.0,4000,16.0,20.0,367000,36.0,KOTA TANGERANG,BANTEN,December,2023,12,2023-12-06,2023,12,6,2,8,0,367000.0
ORD_0003638,Celengan,Selesai,Tidak Ada,Same Day-GoSend Same Day,2023-12-06 10:12:00,Saldo ShopeePay,1,0.0,0.0,1300,31.5,0.0,80300,31.5,KAB. TANGERANG,BANTEN,December,2023,12,2023-12-06,2023,12,6,2,10,0,80300.0
ORD_0003638,Keranjang,Selesai,Tidak Ada,Same Day-GoSend Same Day,2023-12-06 10:12:00,Saldo ShopeePay,1,0.0,0.0,1300,31.5,0.0,80300,31.5,KAB. TANGERANG,BANTEN,December,2023,12,2023-12-06,2023,12,6,2,10,0,80300.0
ORD_0003638,Celengan,Selesai,Tidak Ada,Same Day-GoSend Same Day,2023-12-06 10:12:00,Saldo ShopeePay,1,0.0,0.0,1300,31.5,0.0,80300,31.5,KAB. TANGERANG,BANTEN,December,2023,12,2023-12-06,2023,12,6,2,10,0,80300.0
ORD_0003639,Rak / Rak Serbaguna,Selesai,Tidak Ada,Kargo-JNE Trucking (JTR),2023-12-06 10:23:00,Online Payment,1,0.0,0.0,1700,15.0,0.0,81357,15.0,KAB. BOGOR,JAWA BARAT,December,2023,12,2023-12-06,2023,12,6,2,10,0,81357.0
ORD_0003640,Seal / Baut / Roof,Selesai,Tidak Ada,Reguler (Cashless)-SPX Standard,2023-12-06 10:24:00,COD (Bayar di Tempat),3,0.0,0.0,900,37.0,0.0,94080,37.0,KOTA PONTIANAK,KALIMANTAN BARAT,December,2023,12,2023-12-06,2023,12,6,2,10,0,31360.0
